estado,unidade,equipamento,host
SC,1071-0 CAPINZAL,SC1071SW152.sc.caixa,SC1071SW152.sc.caixa
SC,1073-0 GASPAR,SC1073RA1.sc.caixa,SC1073RA1.sc.caixa
SC,1073-0 GASPAR,SC1073SW150.sc.caixa,SC1073SW150.sc.caixa
SC,1073-0 GASPAR,SC1073SW151.sc.caixa,SC1073SW151.sc.caixa
SC,1073-0 GASPAR,SC1073SW152.sc.caixa,SC1073SW152.sc.caixa
SC,1073-0 GASPAR,SC1073SW199.sc.caixa,SC1073SW199.sc.caixa
SC,1074-0 GUARAMIRIM,SC1074RA1.sc.caixa,SC1074RA1.sc.caixa
SC,1074-0 GUARAMIRIM,SC1074SW020.sc.caixa,SC1074SW020.sc.caixa
SC,1074-0 GUARAMIRIM,SC1074SW021.sc.caixa,SC1074SW021.sc.caixa
SC,1074-0 GUARAMIRIM,SC1074SW022.sc.caixa,SC1074SW022.sc.caixa
SC,1074-0 GUARAMIRIM,SC1074SW050.sc.caixa,SC1074SW050.sc.caixa
SC,1075-0 IMBITUBA,SC1075RA1.sc.caixa,SC1075RA1.sc.caixa
SC,1075-0 IMBITUBA,SC1075SW150.sc.caixa,SC1075SW150.sc.caixa
SC,1075-0 IMBITUBA,SC1075SW151.sc.caixa,SC1075SW151.sc.caixa
SC,1075-0 IMBITUBA,SC1075SW152.sc.caixa,SC1075SW152.sc.caixa
SC,1075-0 IMBITUBA,SC1075SW199.sc.caixa,SC1075SW199.sc.caixa
SC,1077-0 MARAVILHA,SC1077RA1.sc.caixa,SC1077RA1.sc.caixa
SC,1077-0 MARAVILHA,SC1077SW020.sc.caixa,SC1077SW020.sc.caixa
SC,1077-0 MARAVILHA,SC1077SW021.sc.caixa,SC1077SW021.sc.caixa
SC,1077-0 MARAVILHA,SC1077SW050.sc.caixa,SC1077SW050.sc.caixa
SC,1078-0 MAURO RAMOS,SC1078RA1.sc.caixa,SC1078RA1.sc.caixa
SC,1078-0 MAURO RAMOS,SC1078SW150.sc.caixa,SC1078SW150.sc.caixa
SC,1078-0 MAURO RAMOS,SC1078SW151.sc.caixa,SC1078SW151.sc.caixa
SC,1078-0 MAURO RAMOS,SC1078SW152.sc.caixa,SC1078SW152.sc.caixa
SC,1078-0 MAURO RAMOS,SC1078SW199.sc.caixa,SC1078SW199.sc.caixa
SC,1079-0 ORLEANS,SC1079RA1.sc.caixa,SC1079RA1.sc.caixa
SC,1079-0 ORLEANS,SC1079SW150.sc.caixa,SC1079SW150.sc.caixa
SC,1079-0 ORLEANS,SC1079SW151.sc.caixa,SC1079SW151.sc.caixa
SC,1079-0 ORLEANS,SC1079SW199.sc.caixa,SC1079SW199.sc.caixa
SC,1080-0 PALMITOS,SC1080RA1.sc.caixa,SC1080RA1.sc.caixa
SC,1080-0 PALMITOS,SC1080SW020.sc.caixa,SC1080SW020.sc.caixa
SC,1080-0 PALMITOS,SC1080SW021.sc.caixa,SC1080SW021.sc.caixa
SC,1080-0 PALMITOS,SC1080SW050.sc.caixa,SC1080SW050.sc.caixa
SC,1081-0 RIO NEGRINHO,SC1081RA1.sc.caixa,SC1081RA1.sc.caixa
SC,1081-0 RIO NEGRINHO,SC1081SW020.sc.caixa,SC1081SW020.sc.caixa
SC,1081-0 RIO NEGRINHO,SC1081SW021.sc.caixa,SC1081SW021.sc.caixa
SC,1081-0 RIO NEGRINHO,SC1081SW022.sc.caixa,SC1081SW022.sc.caixa
SC,1081-0 RIO NEGRINHO,SC1081SW050.sc.caixa,SC1081SW050.sc.caixa
SC,1082-0 SAO JOAQUIM,SC1082RA1.sc.caixa,SC1082RA1.sc.caixa
SC,1082-0 SAO JOAQUIM,SC1082SW020.sc.caixa,SC1082SW020.sc.caixa
SC,1082-0 SAO JOAQUIM,SC1082SW021.sc.caixa,SC1082SW021.sc.caixa
SC,1082-0 SAO JOAQUIM,SC1082SW050.sc.caixa,SC1082SW050.sc.caixa
SC,1084-0 TURVO,SC1084RA1.sc.caixa,SC1084RA1.sc.caixa
SC,1084-0 TURVO,SC1084SW020.sc.caixa,SC1084SW020.sc.caixa
SC,1084-0 TURVO,SC1084SW021.sc.caixa,SC1084SW021.sc.caixa
SC,1084-0 TURVO,SC1084SW050.sc.caixa,SC1084SW050.sc.caixa
SC,1084-1 PAB JACINTO MACHADO,SC1084RA2.sc.caixa,SC1084RA2.sc.caixa
SC,1084-1 PAB JACINTO MACHADO,SC1084SW100.sc.caixa,SC1084SW100.sc.caixa
SC,1085-0 XAXIM,SC1085RA1.sc.caixa,SC1085RA1.sc.caixa
SC,1085-0 XAXIM,SC1085SW020.sc.caixa,SC1085SW020.sc.caixa
SC,1085-0 XAXIM,SC1085SW021.sc.caixa,SC1085SW021.sc.caixa
SC,1085-0 XAXIM,SC1085SW050.sc.caixa,SC1085SW050.sc.caixa
SC,1096-0 BALNEaRIO PICARRAS,SC1096RA1.sc.caixa,SC1096RA1.sc.caixa
SC,1096-0 BALNEaRIO PICARRAS,SC1096SW020.sc.caixa,SC1096SW020.sc.caixa
SC,1096-0 BALNEaRIO PICARRAS,SC1096SW021.sc.caixa,SC1096SW021.sc.caixa
SC,1102-0 ITUPORANGA,SC1102RA1.sc.caixa,SC1102RA1.sc.caixa
SC,1102-0 ITUPORANGA,SC1102SW150.sc.caixa,SC1102SW150.sc.caixa
SC,1102-0 ITUPORANGA,SC1102SW151.sc.caixa,SC1102SW151.sc.caixa
SC,1102-0 ITUPORANGA,SC1102SW152.sc.caixa,SC1102SW152.sc.caixa
SC,1102-0 ITUPORANGA,SC1102SW199.sc.caixa,SC1102SW199.sc.caixa
SC,1348-0 BAIA NORTE,SC1348RA1.sc.caixa,SC1348RA1.sc.caixa
SC,1348-0 BAIA NORTE,SC1348SW150.sc.caixa,SC1348SW150.sc.caixa
SC,1348-0 BAIA NORTE,SC1348SW151.sc.caixa,SC1348SW151.sc.caixa
SC,1348-0 BAIA NORTE,SC1348SW152.sc.caixa,SC1348SW152.sc.caixa
SC,1348-0 BAIA NORTE,SC1348SW153.sc.caixa,SC1348SW153.sc.caixa
SC,1348-0 BAIA NORTE,SC1348SW154.sc.caixa,SC1348SW154.sc.caixa
SC,1348-0 BAIA NORTE,SC1348SW199.sc.caixa,SC1348SW199.sc.caixa
SC,1348-1 SNC CORPORATE PARK,SC1348RA2.sc.caixa,SC1348RA2.sc.caixa
SC,1348-1 SNC CORPORATE PARK,SC1348SW100.sc.caixa,SC1348SW100.sc.caixa
SC,1420-0 AVENTUREIRO,SC1420RA1.sc.caixa,SC1420RA1.sc.caixa
SC,1420-0 AVENTUREIRO,SC1420SW020.sc.caixa,SC1420SW020.sc.caixa
SC,1420-0 AVENTUREIRO,SC1420SW021.sc.caixa,SC1420SW021.sc.caixa
SC,1420-0 AVENTUREIRO,SC1420SW050.sc.caixa,SC1420SW050.sc.caixa
SC,1499-0 MASSARANDUBA,SC1499RA1.sc.caixa,SC1499RA1.sc.caixa
SC,1499-0 MASSARANDUBA,SC1499SW020.sc.caixa,SC1499SW020.sc.caixa
SC,1499-0 MASSARANDUBA,SC1499SW021.sc.caixa,SC1499SW021.sc.caixa
SC,1544-0 VERDE VALE,SC1544RA1.sc.caixa,SC1544RA1.sc.caixa
SC,1544-0 VERDE VALE,SC1544SW150.sc.caixa,SC1544SW150.sc.caixa
SC,1544-0 VERDE VALE,SC1544SW151.sc.caixa,SC1544SW151.sc.caixa
SC,1544-0 VERDE VALE,SC1544SW152.sc.caixa,SC1544SW152.sc.caixa
SC,1544-0 VERDE VALE,SC1544SW199.sc.caixa,SC1544SW199.sc.caixa
SC,1554-0 COLON,SC1554RA1.sc.caixa,SC1554RA1.sc.caixa
SC,1554-0 COLON,SC1554SW150.sc.caixa,SC1554SW150.sc.caixa
SC,1554-0 COLON,SC1554SW151.sc.caixa,SC1554SW151.sc.caixa
SC,1554-0 COLON,SC1554SW152.sc.caixa,SC1554SW152.sc.caixa
SC,1554-0 COLON,SC1554SW153.sc.caixa,SC1554SW153.sc.caixa
SC,1554-0 COLON,SC1554SW199.sc.caixa,SC1554SW199.sc.caixa
SC,1555-0 CORONEL AMeRICO,SC1555RA1.sc.caixa,SC1555RA1.sc.caixa
SC,1555-0 CORONEL AMeRICO,SC1555SW150.sc.caixa,SC1555SW150.sc.caixa
SC,1555-0 CORONEL AMeRICO,SC1555SW151.sc.caixa,SC1555SW151.sc.caixa
SC,1555-0 CORONEL AMeRICO,SC1555SW152.sc.caixa,SC1555SW152.sc.caixa
SC,1555-0 CORONEL AMeRICO,SC1555SW199.sc.caixa,SC1555SW199.sc.caixa
SC,1637-0 CIDADE DAS ORQUiDEAS,SC1637RA1.sc.caixa,SC1637RA1.sc.caixa
SC,1637-0 CIDADE DAS ORQUiDEAS,SC1637SW150.sc.caixa,SC1637SW150.sc.caixa
SC,1637-0 CIDADE DAS ORQUiDEAS,SC1637SW151.sc.caixa,SC1637SW151.sc.caixa
SC,1637-0 CIDADE DAS ORQUiDEAS,SC1637SW152.sc.caixa,SC1637SW152.sc.caixa
SC,1637-0 CIDADE DAS ORQUiDEAS,SC1637SW153.sc.caixa,SC1637SW153.sc.caixa
SC,1637-0 CIDADE DAS ORQUiDEAS,SC1637SW199.sc.caixa,SC1637SW199.sc.caixa
SC,1638-0 COQUEIROS,SC1638RA1.sc.caixa,SC1638RA1.sc.caixa
SC,1638-0 COQUEIROS,SC1638SW050.sc.caixa,SC1638SW050.sc.caixa
SC,1638-0 COQUEIROS,SC1638SW150.sc.caixa,SC1638SW150.sc.caixa
SC,1638-0 COQUEIROS,SC1638SW151.sc.caixa,SC1638SW151.sc.caixa
SC,1638-0 COQUEIROS,SC1638SW152.sc.caixa,SC1638SW152.sc.caixa
SC,1638-0 COQUEIROS,SC1638SW153.sc.caixa,SC1638SW153.sc.caixa
SC,1660-0 ITOUPAVA NORTE,SC1660RA1.sc.caixa,SC1660RA1.sc.caixa
SC,1660-0 ITOUPAVA NORTE,SC1660SW150.sc.caixa,SC1660SW150.sc.caixa
SC,1660-0 ITOUPAVA NORTE,SC1660SW151.sc.caixa,SC1660SW151.sc.caixa
SC,1660-0 ITOUPAVA NORTE,SC1660SW152.sc.caixa,SC1660SW152.sc.caixa
SC,1660-0 ITOUPAVA NORTE,SC1660SW153.sc.caixa,SC1660SW153.sc.caixa
SC,1660-0 ITOUPAVA NORTE,SC1660SW199.sc.caixa,SC1660SW199.sc.caixa
SC,1662-0 OURO NEGRO,SC1662RA1.sc.caixa,SC1662RA1.sc.caixa
SC,1662-0 OURO NEGRO,SC1662SW150.sc.caixa,SC1662SW150.sc.caixa
SC,1662-0 OURO NEGRO,SC1662SW151.sc.caixa,SC1662SW151.sc.caixa
SC,1662-0 OURO NEGRO,SC1662SW152.sc.caixa,SC1662SW152.sc.caixa
SC,1662-0 OURO NEGRO,SC1662SW153.sc.caixa,SC1662SW153.sc.caixa
SC,1662-0 OURO NEGRO,SC1662SW199.sc.caixa,SC1662SW199.sc.caixa
SC,1663-0 CORAL,SC1663RA1.sc.caixa,SC1663RA1.sc.caixa
SC,1663-0 CORAL,SC1663SW150.sc.caixa,SC1663SW150.sc.caixa
SC,1663-0 CORAL,SC1663SW151.sc.caixa,SC1663SW151.sc.caixa
SC,1663-0 CORAL,SC1663SW152.sc.caixa,SC1663SW152.sc.caixa
SC,1663-0 CORAL,SC1663SW199.sc.caixa,SC1663SW199.sc.caixa
SC,1782-0 CORUPA,SC1782RA1.sc.caixa,SC1782RA1.sc.caixa
SC,1782-0 CORUPA,SC1782SW020.sc.caixa,SC1782SW020.sc.caixa
SC,1782-0 CORUPA,SC1782SW021.sc.caixa,SC1782SW021.sc.caixa
SC,1784-0 PALHOCA,SC1784RA1.sc.caixa,SC1784RA1.sc.caixa
SC,1784-0 PALHOCA,SC1784SW150.sc.caixa,SC1784SW150.sc.caixa
SC,1784-0 PALHOCA,SC1784SW151.sc.caixa,SC1784SW151.sc.caixa
SC,1784-0 PALHOCA,SC1784SW152.sc.caixa,SC1784SW152.sc.caixa
SC,1784-0 PALHOCA,SC1784SW153.sc.caixa,SC1784SW153.sc.caixa
SC,1784-0 PALHOCA,SC1784SW199.sc.caixa,SC1784SW199.sc.caixa
SC,1784-1 PAT PREFEITURA MUNICIPAL PALHOCA,SC1784RA2.sc.caixa,SC1784RA2.sc.caixa
SC,1784-1 PAT PREFEITURA MUNICIPAL PALHOCA,SC1784SW100.sc.caixa,SC1784SW100.sc.caixa
SC,1785-0 ICARA,SC1785RA1.sc.caixa,SC1785RA1.sc.caixa
SC,1785-0 ICARA,SC1785SW150.sc.caixa,SC1785SW150.sc.caixa
SC,1785-0 ICARA,SC1785SW151.sc.caixa,SC1785SW151.sc.caixa
SC,1785-0 ICARA,SC1785SW152.sc.caixa,SC1785SW152.sc.caixa
SC,1785-0 ICARA,SC1785SW199.sc.caixa,SC1785SW199.sc.caixa
SC,1788-0 MORRO DA FUMACA,SC1788RA1.sc.caixa,SC1788RA1.sc.caixa
SC,1788-0 MORRO DA FUMACA,SC1788SW020.sc.caixa,SC1788SW020.sc.caixa
SC,1788-0 MORRO DA FUMACA,SC1788SW021.sc.caixa,SC1788SW021.sc.caixa
SC,1788-0 MORRO DA FUMACA,SC1788SW050.sc.caixa,SC1788SW050.sc.caixa
SC,1791-0 FRAIBURGO,SC1791RA1.sc.caixa,SC1791RA1.sc.caixa
SC,1791-0 FRAIBURGO,SC1791SW150.sc.caixa,SC1791SW150.sc.caixa
SC,1791-0 FRAIBURGO,SC1791SW151.sc.caixa,SC1791SW151.sc.caixa
SC,1791-0 FRAIBURGO,SC1791SW152.sc.caixa,SC1791SW152.sc.caixa
SC,1791-0 FRAIBURGO,SC1791SW199.sc.caixa,SC1791SW199.sc.caixa
SC,1792-0 PENHA,SC1792RA1.sc.caixa,SC1792RA1.sc.caixa
SC,1792-0 PENHA,SC1792SW150.sc.caixa,SC1792SW150.sc.caixa
SC,1792-0 PENHA,SC1792SW151.sc.caixa,SC1792SW151.sc.caixa
SC,1792-0 PENHA,SC1792SW199.sc.caixa,SC1792SW199.sc.caixa
SC,1795-0 TIJUCAS,SC1795RA1.sc.caixa,SC1795RA1.sc.caixa
SC,1795-0 TIJUCAS,SC1795SW150.sc.caixa,SC1795SW150.sc.caixa
SC,1795-0 TIJUCAS,SC1795SW151.sc.caixa,SC1795SW151.sc.caixa
SC,1795-0 TIJUCAS,SC1795SW152.sc.caixa,SC1795SW152.sc.caixa
SC,1795-0 TIJUCAS,SC1795SW199.sc.caixa,SC1795SW199.sc.caixa
SC,1868-0 CIDADE DO PORTO,SC1868RA1.sc.caixa,SC1868RA1.sc.caixa
SC,1868-0 CIDADE DO PORTO,SC1868SW150.sc.caixa,SC1868SW150.sc.caixa
SC,1868-0 CIDADE DO PORTO,SC1868SW151.sc.caixa,SC1868SW151.sc.caixa
SC,1868-0 CIDADE DO PORTO,SC1868SW152.sc.caixa,SC1868SW152.sc.caixa
SC,1868-0 CIDADE DO PORTO,SC1868SW153.sc.caixa,SC1868SW153.sc.caixa
SC,1868-0 CIDADE DO PORTO,SC1868SW199.sc.caixa,SC1868SW199.sc.caixa
SC,1873-0 HERCiLIO LUZ,SC1873RA1.sc.caixa,SC1873RA1.sc.caixa
SC,1873-0 HERCiLIO LUZ,SC1873SW150.sc.caixa,SC1873SW150.sc.caixa
SC,1873-0 HERCiLIO LUZ,SC1873SW151.sc.caixa,SC1873SW151.sc.caixa
SC,1873-0 HERCiLIO LUZ,SC1873SW152.sc.caixa,SC1873SW152.sc.caixa
SC,1873-0 HERCiLIO LUZ,SC1873SW153.sc.caixa,SC1873SW153.sc.caixa
SC,1873-0 HERCiLIO LUZ,SC1873SW199.sc.caixa,SC1873SW199.sc.caixa
SC,1874-0 BIGUACU,SC1874RA1.sc.caixa,SC1874RA1.sc.caixa
SC,1874-0 BIGUACU,SC1874SW150.sc.caixa,SC1874SW150.sc.caixa
SC,1874-0 BIGUACU,SC1874SW151.sc.caixa,SC1874SW151.sc.caixa
SC,1874-0 BIGUACU,SC1874SW152.sc.caixa,SC1874SW152.sc.caixa
SC,1874-0 BIGUACU,SC1874SW199.sc.caixa,SC1874SW199.sc.caixa
SC,1875-0 KOBRASOL,SC1875RA1.sc.caixa,SC1875RA1.sc.caixa
SC,1875-0 KOBRASOL,SC1875SW150.sc.caixa,SC1875SW150.sc.caixa
SC,1875-0 KOBRASOL,SC1875SW151.sc.caixa,SC1875SW151.sc.caixa
SC,1875-0 KOBRASOL,SC1875SW152.sc.caixa,SC1875SW152.sc.caixa
SC,1875-0 KOBRASOL,SC1875SW153.sc.caixa,SC1875SW153.sc.caixa
SC,1875-0 KOBRASOL,SC1875SW154.sc.caixa,SC1875SW154.sc.caixa
SC,1875-0 KOBRASOL,SC1875SW199.sc.caixa,SC1875SW199.sc.caixa
SC,1877-0 MIRAMAR,SC1877RA1.sc.caixa,SC1877RA1.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW150.sc.caixa,SC1877SW150.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW151.sc.caixa,SC1877SW151.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW152.sc.caixa,SC1877SW152.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW153.sc.caixa,SC1877SW153.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW154.sc.caixa,SC1877SW154.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW155.sc.caixa,SC1877SW155.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW156.sc.caixa,SC1877SW156.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW157.sc.caixa,SC1877SW157.sc.caixa
SC,1877-0 MIRAMAR,SC1877SW199.sc.caixa,SC1877SW199.sc.caixa
SC,1877-1 PAT PM FLORIANOPOLIS ADMINISTRACAO,SC1877RA2.sc.caixa,SC1877RA2.sc.caixa
SC,1877-1 PAT PM FLORIANOPOLIS ADMINISTRACAO,SC1877SW100.sc.caixa,SC1877SW100.sc.caixa
SC,1879-0 SENHORA DOS NAVEGANTES,SC1879RA1.sc.caixa,SC1879RA1.sc.caixa
SC,1879-0 SENHORA DOS NAVEGANTES,SC1879SW150.sc.caixa,SC1879SW150.sc.caixa
SC,1879-0 SENHORA DOS NAVEGANTES,SC1879SW151.sc.caixa,SC1879SW151.sc.caixa
SC,1879-0 SENHORA DOS NAVEGANTES,SC1879SW152.sc.caixa,SC1879SW152.sc.caixa
SC,1879-0 SENHORA DOS NAVEGANTES,SC1879SW199.sc.caixa,SC1879SW199.sc.caixa
SC,1880-0 POMERODE,SC1880RA1.sc.caixa,SC1880RA1.sc.caixa
SC,1880-0 POMERODE,SC1880SW020.sc.caixa,SC1880SW020.sc.caixa
SC,1880-0 POMERODE,SC1880SW021.sc.caixa,SC1880SW021.sc.caixa
SC,1880-0 POMERODE,SC1880SW022.sc.caixa,SC1880SW022.sc.caixa
SC,1881-0 SEARA,SC1881RA1.sc.caixa,SC1881RA1.sc.caixa
SC,1881-0 SEARA,SC1881SW020.sc.caixa,SC1881SW020.sc.caixa
SC,1881-0 SEARA,SC1881SW021.sc.caixa,SC1881SW021.sc.caixa
SC,1884-0 SAO LOURENCO DO OESTE,SC1884RA1.sc.caixa,SC1884RA1.sc.caixa
SC,1884-0 SAO LOURENCO DO OESTE,SC1884SW020.sc.caixa,SC1884SW020.sc.caixa
SC,1884-0 SAO LOURENCO DO OESTE,SC1884SW021.sc.caixa,SC1884SW021.sc.caixa
SC,1884-0 SAO LOURENCO DO OESTE,SC1884SW050.sc.caixa,SC1884SW050.sc.caixa
SC,1885-0 SAO JOSe DO CEDRO,SC1885RA1.sc.caixa,SC1885RA1.sc.caixa
SC,1885-0 SAO JOSe DO CEDRO,SC1885SW020.sc.caixa,SC1885SW020.sc.caixa
SC,1885-0 SAO JOSe DO CEDRO,SC1885SW021.sc.caixa,SC1885SW021.sc.caixa
SC,1885-0 SAO JOSe DO CEDRO,SC1885SW050.sc.caixa,SC1885SW050.sc.caixa
SC,1896-0 DESBRAVADOR,SC1896RA1.sc.caixa,SC1896RA1.sc.caixa
SC,1896-0 DESBRAVADOR,SC1896SW150.sc.caixa,SC1896SW150.sc.caixa
SC,1896-0 DESBRAVADOR,SC1896SW151.sc.caixa,SC1896SW151.sc.caixa
SC,1896-0 DESBRAVADOR,SC1896SW152.sc.caixa,SC1896SW152.sc.caixa
SC,1896-0 DESBRAVADOR,SC1896SW153.sc.caixa,10.112.150.28
SC,1896-0 DESBRAVADOR,SC1896SW199.sc.caixa,SC1896SW199.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897RA1.sc.caixa,SC1897RA1.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897SW150.sc.caixa,SC1897SW150.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897SW151.sc.caixa,SC1897SW151.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897SW152.sc.caixa,SC1897SW152.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897SW153.sc.caixa,SC1897SW153.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897SW154.sc.caixa,SC1897SW154.sc.caixa
SC,1897-0 XV DE NOVEMBRO,SC1897SW199.sc.caixa,SC1897SW199.sc.caixa
SC,1897-1 PAT TRT JOINVILLE,SC1897RA2.sc.caixa,SC1897RA2.sc.caixa
SC,1897-1 PAT TRT JOINVILLE,SC1897SW100.sc.caixa,SC1897SW100.sc.caixa
SC,1924-0 FRITZ MULLER,SC1924RA1.sc.caixa,SC1924RA1.sc.caixa
SC,1924-0 FRITZ MULLER,SC1924SW150.sc.caixa,SC1924SW150.sc.caixa
SC,1924-0 FRITZ MULLER,SC1924SW151.sc.caixa,SC1924SW151.sc.caixa
SC,1924-0 FRITZ MULLER,SC1924SW152.sc.caixa,SC1924SW152.sc.caixa
SC,1924-0 FRITZ MULLER,SC1924SW153.sc.caixa,SC1924SW153.sc.caixa
SC,1924-0 FRITZ MULLER,SC1924SW199.sc.caixa,SC1924SW199.sc.caixa
SC,2149-0 FOZ DO ITAJAi,SC2149RA1.sc.caixa,SC2149RA1.sc.caixa
SC,2149-0 FOZ DO ITAJAi,SC2149SW020.sc.caixa,SC2149SW020.sc.caixa
SC,2149-0 FOZ DO ITAJAi,SC2149SW021.sc.caixa,SC2149SW021.sc.caixa
SC,2149-0 FOZ DO ITAJAi,SC2149SW050.sc.caixa,SC2149SW050.sc.caixa
SC,2225-0 VeNETO,SC2225RA1.sc.caixa,SC2225RA1.sc.caixa
SC,2225-0 VeNETO,SC2225SW020.sc.caixa,SC2225SW020.sc.caixa
SC,2225-0 VeNETO,SC2225SW021.sc.caixa,SC2225SW021.sc.caixa
SC,2225-0 VeNETO,SC2225SW022.sc.caixa,SC2225SW022.sc.caixa
SC,2225-0 VeNETO,SC2225SW050.sc.caixa,SC2225SW050.sc.caixa
SC,2358-0 PAB JUSTICA FEDERAL JOINVILLE,SC2358RA1.sc.caixa,SC2358RA1.sc.caixa
SC,2358-0 PAB JUSTICA FEDERAL JOINVILLE,SC2358SW150.sc.caixa,SC2358SW150.sc.caixa
SC,2362-0 CAPIVARI DE BAIXO,SC2362RA1.sc.caixa,SC2362RA1.sc.caixa
SC,2362-0 CAPIVARI DE BAIXO,SC2362SW020.sc.caixa,SC2362SW020.sc.caixa
SC,2362-0 CAPIVARI DE BAIXO,SC2362SW021.sc.caixa,SC2362SW021.sc.caixa
SC,2362-0 CAPIVARI DE BAIXO,SC2362SW050.sc.caixa,SC2362SW050.sc.caixa
SC,2369-0 PAB JUSTICA DO TRABALHO LAGES,SC2369RA1.sc.caixa,SC2369RA1.sc.caixa
SC,2369-0 PAB JUSTICA DO TRABALHO LAGES,SC2369SW020.sc.caixa,SC2369SW020.sc.caixa
SC,2370-0 PAB JUSTICA FEDERAL FLORIANoPOLIS,SC2370RA1.sc.caixa,SC2370RA1.sc.caixa
SC,2370-0 PAB JUSTICA FEDERAL FLORIANoPOLIS,SC2370SW150.sc.caixa,SC2370SW150.sc.caixa
SC,2370-0 PAB JUSTICA FEDERAL FLORIANoPOLIS,SC2370SW151.sc.caixa,SC2370SW151.sc.caixa
SC,2374-0 GERMaNIA,SC2374RA1.sc.caixa,SC2374RA1.sc.caixa
SC,2374-0 GERMaNIA,SC2374SW150.sc.caixa,SC2374SW150.sc.caixa
SC,2374-0 GERMaNIA,SC2374SW151.sc.caixa,SC2374SW151.sc.caixa
SC,2374-0 GERMaNIA,SC2374SW152.sc.caixa,SC2374SW152.sc.caixa
SC,2374-0 GERMaNIA,SC2374SW199.sc.caixa,SC2374SW199.sc.caixa
SC,2375-0 PAB TRT 12A REGIAO FLORIANoPOLIS,SC2375RA1.sc.caixa,SC2375RA1.sc.caixa
SC,2375-0 PAB TRT 12A REGIAO FLORIANoPOLIS,SC2375SW020.sc.caixa,SC2375SW020.sc.caixa
SC,2375-1 PAT TRT FLORIANoPOLIS,SC2375RA2.sc.caixa,SC2375RA2.sc.caixa
SC,2375-1 PAT TRT FLORIANoPOLIS,SC2375SW100.sc.caixa,SC2375SW100.sc.caixa
SC,2623-0 AREA MEIO - OESTE,SC2623SW150.sc.caixa,SC2623SW150.sc.caixa
SC,2623-0 AREA MEIO - OESTE,SC2623SW151.sc.caixa,SC2623SW151.sc.caixa
SC,2623-0 AREA MEIO - OESTE,SC2623SW152.sc.caixa,SC2623SW152.sc.caixa
SC,2623-0 AREA MEIO - OESTE,SC2623SW153.sc.caixa,SC2623SW153.sc.caixa
SC,2623-0 AREA MEIO - OESTE,SC3936SW150.sc.caixa,SC3936SW150.sc.caixa
SC,2623-0 AREA MEIO - OESTE,SC4313SW150.sc.caixa,SC4313SW150.sc.caixa
SC,2624-0 AREA MEIO - SUL,SC1662SW154.sc.caixa,SC1662SW154.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625RA10.sc.caixa,SC2625RA10.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625RA9.sc.caixa,SC2625RA9.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW150.sc.caixa,SC2625SW150.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW151.sc.caixa,SC2625SW151.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW152.sc.caixa,SC2625SW152.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW153.sc.caixa,SC2625SW153.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW154.sc.caixa,SC2625SW154.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW155.sc.caixa,SC2625SW155.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW156.sc.caixa,SC2625SW156.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW157.sc.caixa,SC2625SW157.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW158.sc.caixa,SC2625SW158.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW159.sc.caixa,SC2625SW159.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW170.sc.caixa,SC2625SW170.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW171.sc.caixa,SC2625SW171.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW172.sc.caixa,SC2625SW172.sc.caixa
SC,2625-0 EDIFiCIO SEDE - FLORIANoPOLIS,SC2625SW173.sc.caixa,SC2625SW173.sc.caixa
